Unnamed: 0,CD8-Cell-Mean,CD88-Cell-Mean,CD4-Cell-Mean,SIRPa-Cell-Mean,CD56-Cell-Mean,HLA-DR-Cell-Mean,CD11c-Cell-Mean,PD-1-Cell-Mean,CD3-Cell-Mean,CD45-Cell-Mean,CD10-Cell-Mean,CD31-Cell-Mean,CAIX-Cell-Mean,CD20-Cell-Mean,IRF8-Cell-Mean,CD68-Cell-Mean,Cluster.id,Sample.ID,Tumour.NonTumour,ROI,X,Y,Tumour.Grade
43298,0,8.625,0,22.3596,0,227.2753,0,0,217.9719,331.5772,0,23852.4473,1755.4158,0,320.264,155.2317,Endo,AU87987,Stroma,Position 18,37.45,45.14,3
43299,0,1645.9657,1248.123,9475.1133,0,3058.7566,190.3474,323.9533,10718.4541,11723.8945,1.7244,52064.4961,5849.0454,0,2138.8394,766.2731,DN T cells,AU87987,Stroma,Position 18,294.83,44.19,3
43300,0,1044.5597,249.2108,179.2876,0,371.135,0,0,0,2242.3789,0.1485,13486.0684,4703.2656,0,4463.6772,740.4122,IRF8+HLA-DR+,AU87987,Stroma,Position 18,101.04,46.08,3
43301,2803.062,701.9741,1616.8549,14571.0352,0,864.5952,58.3183,120.1173,18613.0195,24784.6758,2.937,39464.3789,4598.064,0,4409.5488,305.2942,DN T cells,AU87987,Stroma,Position 18,327.87,45.98,3
43302,0,77.0844,21.0582,0,5.0425,41.2662,0,0.1001,0,0,1.4735,49537.5625,5122.6074,0,394.1386,4.0419,Endo,AU87987,Stroma,Position 18,120.97,45.53,3
43304,10218.876,290.7577,163.4379,350.9588,0,1112.65,632.1929,90.3768,4927.4268,5772.1323,1.7474,36058.4141,4112.0693,0,623.2244,221.9039,CD8 T cells,AU87987,Stroma,Position 18,352.12,50,3
43305,0,57.4199,148.9333,0,0,44.5662,0,0,0,190.6876,2.7721,15022.0371,1026.7493,0,223.794,0,Endo,AU87987,Stroma,Position 18,162.78,50.26,3
43306,0,145.0869,190.1268,58.4231,0,2601.6809,0,0,31.6538,1019.416,0,53623.457,6639.8774,0,911.3761,1337.4216,Endo,AU87987,Stroma,Position 18,29.21,50.31,3
43307,0,2488.4998,1670.0909,365.1275,0,3104.3301,5.6747,60.8759,34.7684,3574.9014,1.4225,55952.6914,3974.1958,0,4477.7803,308.7092,Endo,AU87987,Stroma,Position 18,302.45,51.9,3
43308,0,27.1624,36.6998,0,0,6.4988,11.0853,0.4217,0,0,0.6449,26592.4668,1867.6099,0,190.9229,73.8657,Endo,AU87987,Stroma,Position 18,124.07,53.09,3
43309,5034.9517,1411.1272,134.2329,367.25,0,917.7971,129.0514,0,5.8129,2041.8743,0,5520.96,1941.2843,0,5583.7388,2010.1443,IRF8+HLA-DR+,AU87987,Stroma,Position 18,173.79,54.09,3
43310,12118.1221,346.2463,63.4524,13.0137,0,141.6704,1057.212,0.0584,5134.7178,7200.1641,0,3209.9519,3663.5769,0,418.7854,22.279,CD8 T cells,AU87987,Stroma,Position 18,140.91,54.61,3
43311,17969.0566,145.8716,0,2690.7129,3.7756,330.8987,517.2203,0,17631.5918,18519.7051,0.6075,43687.7461,4109.0293,0,951.0188,15.048,CD8 T cells,AU87987,Stroma,Position 18,356.38,56.47,3
43312,0,3336.5745,1940.3722,14761.7402,0,1824.5426,0,11.2954,26886.5938,23447.002,0,2878.9814,3373.9182,0,155.3307,107.1754,DN T cells,AU87987,Stroma,Position 18,61.02,56.98,3
43313,0,80.6555,0,2382.3711,0,87.9734,232.0809,0,4988.1006,5935.7456,1.9145,2831.2034,583.1144,0,226.0486,0,DN T cells,AU87987,Stroma,Position 18,102.05,56.76,3
43314,0,1596.621,441.0734,172.3948,251.0965,2645.698,4.8699,12.3652,20.5021,8047.2837,1.974,42356.9531,4588.2207,0,994.0003,828.9882,Endo,AU87987,Stroma,Position 18,222.73,57.75,3
43315,0,30.8076,15.1225,0,380.1479,3.4083,1.5844,0,0,63.2804,0,39990.5781,4283.8638,0,249.3094,0,Endo,AU87987,Stroma,Position 18,252.51,59.08,3
43316,214.7318,2826.9199,2214.4492,14223.6777,2.5977,3188.8154,49.7696,757.1233,18660.0508,21528.7969,0,6110.9453,2729.5085,0,799.8992,13.0972,DN T cells,AU87987,Stroma,Position 18,295.22,60.41,3
43317,0.347,66.272,60.8269,74.6933,0,28.332,0,0,0.424,62.2277,7.2447,53818.668,3924.3599,0,454.9005,213.5876,Endo,AU87987,Stroma,Position 18,191.26,61.09,3
43318,0,225.4198,0,9.9422,0,35.0044,28.8168,0,2.9258,198.0262,0,39448.8203,7720.0459,0,397.6445,18.2203,Endo,AU87987,Stroma,Position 18,205.72,60.81,3
43319,0,152.3482,204.1925,0,0,127.1359,71.5982,247.502,14.1379,312.3185,8.12,17690.1855,1660.3214,0,402.4167,145.7282,Endo,AU87987,Stroma,Position 18,88.63,62.73,3
43320,11287.7207,5.0011,107.7256,3100.0552,213.2394,1972.0371,103.6578,24.4047,4460.0479,6226.7935,1.2447,11416.1807,935.0562,7.7913,802.465,594.4237,CD8 T cells,AU87987,Stroma,Position 18,304.96,62.72,3
43321,0.1193,223.2694,1061.991,8624.084,3.0669,1575.708,244.0913,280.8273,17977.1836,18626.4355,0,6360.7368,2421.688,177.179,796.556,3068.0669,DN T cells,AU87987,Stroma,Position 18,316.04,64.68,3
43322,0,248.1365,309.4228,143.7999,0,2553.9875,0,39.9938,235.4461,1326.7006,2.8247,51960.6211,4291.5127,0,436.1761,157.4818,Endo,AU87987,Stroma,Position 18,354.24,64.84,3
43323,0,36.0316,1240.855,0,3579.9683,91.6529,0,2393.6143,1112.9349,10708.1572,0,44868.5117,6678.4858,0,590.4938,0,IRF8+HLA-DR+,AU87987,Stroma,Position 18,32.72,65.09,3
43324,0,0,0,0,58.5624,6.7059,0,0,0,0,0,16592.4062,2091.5767,0,1134.1147,0,Endo,AU87987,Stroma,Position 18,79.81,66.72,3
43325,0,328.4955,276.4202,3.5798,0,1345.755,0,0,321.8202,5220.835,0,992.791,3139.0303,0,216.4292,1926.027,IRF8+HLA-DR+,AU87987,Stroma,Position 18,103.33,67.05,3
43326,0,85.1126,66.7892,0,0,95.947,0,0,0,233.7428,5.7494,23196.166,11949.3496,0,612.6578,79.5408,Endo,AU87987,Stroma,Position 18,213.55,65.43,3
43327,1.8022,2187.3367,2453.5488,11796.4189,15.1802,6919.938,112.489,2060.7261,18034.209,29296.1953,3.0908,29840.9648,2529.3079,0,4783.356,2026.4648,DN T cells,AU87987,Stroma,Position 18,340.78,68.4,3
43328,7780.7334,231.0181,10987.8145,233.9699,110.7063,5129.0498,56.4699,11327.0977,2465.4563,10435.7227,0,3579.7349,1664.9834,0,76.0678,235.3012,IRF8+HLA-DR+,AU87987,Stroma,Position 18,306.95,69.57,3
43329,0,0,31.7766,0,0,12.8403,0,0,4.1412,0,0,25717.5391,4089.353,0,176.3299,0,Endo,AU87987,Stroma,Position 18,201.63,69.45,3
43330,18824.875,1445.3995,1418.3119,4735.9688,0,513.4752,18.9575,37.9426,14650.1484,25208.7246,0.6787,4049.345,3383.4705,0,376.2733,194.7977,CD8 T cells,AU87987,Stroma,Position 18,151.57,70.76,3
43331,4.4881,0,1.5905,0,0,2.3917,56.8262,9.181,1.9476,62.5345,1.2798,18246.4883,3195.113,0,183.0179,0,Endo,AU87987,Stroma,Position 18,256.76,71.93,3
43332,0,1641.7798,2481.7739,1661.235,0.6067,4125.5239,5.056,1819.2773,22.4848,4650.0806,1.1091,29603.9414,4336.8711,0,1174.822,1942.6392,IRF8+HLA-DR+,AU87987,Stroma,Position 18,353.17,72.63,3
43333,12183.1494,24.0913,48.1463,14787.4004,0,111.4574,615.7105,37.0348,24414.6211,24390.6895,25.6339,8867.7793,4059.1091,2.7546,508.5991,51.6084,DN T cells,AU87987,Stroma,Position 18,323.13,71.64,3
43334,23356.8809,33.0946,1.3028,0,0,128.5694,7417.8164,0,8794.3086,4937.4995,1.2138,15070.8652,11391.0518,0,452.7242,59.078,CD8 T cells,AU87987,Stroma,Position 18,114.55,73.43,3
43335,0,4040.4768,1178.1544,331.1852,0,4730.1118,0,0,7.0418,8373.5635,0,4053.4167,1692.1512,0,990.2261,5335.145,IRF8+HLA-DR+,AU87987,Stroma,Position 18,23.26,76.11,3
43336,19363.2754,131.0752,179.4522,573.9684,22.0886,84.7602,946.6104,216.8453,4853.4429,8744.3945,0.9212,2539.0078,1295.0879,0,1048.3721,58.6484,CD8 T cells,AU87987,Stroma,Position 18,300.28,77.02,3
43338,0,89.6868,0,0.3545,0,28.1652,0,0,29.8318,67.7321,8.8973,46989.1289,4483.1724,0,630.3091,64.2256,Endo,AU87987,Stroma,Position 18,331.55,80.6,3
43339,7093.4746,0,0,28.7519,0,0.852,28.2486,0,1761.4919,1534.363,0.9343,8919.3223,1815.5042,0,154.1393,0,CD8 T cells,AU87987,Stroma,Position 18,56.85,81.02,3
43340,434.9764,192.3402,564.9713,13532.8975,0,812.539,100.2032,86.3991,14289.8008,18019.793,22.7533,8496.6221,4357.7329,0,918.3859,77.9507,DN T cells,AU87987,Stroma,Position 18,347.46,81.4,3
43341,0.0027,68.484,2945.8921,4903.5127,0.984,685.9198,0,2287.9529,5456.1704,16020.1064,0,3949.6614,1607.5375,0,501.2638,0.6364,DN T cells,AU87987,Stroma,Position 18,313.92,81.3,3
43342,19729.3477,109.2039,456.1721,0,0,2578.0999,510.8528,368.5922,7096.8252,14641.6484,0.9716,20013.459,1418.7942,0,1329.757,369.4885,CD8 T cells,AU87987,Stroma,Position 18,288.26,83.55,3
43343,0,9108.9531,5374.4478,2353.2322,0,6764.2051,5.5103,91.515,0,24454.3105,0,7488.6367,2160.2107,0,798.7968,806.2631,CD88+ Monocytes,AU87987,Stroma,Position 18,27.1,84.79,3
43344,21826.9375,10160.0547,4619.7388,1014.7498,22.4055,20112.4043,102.8566,400.9011,4753.4829,21429.6348,3.3314,8748.3926,2492.6992,0,5794.3018,6736.9028,IRF8+HLA-DR+,AU87987,Stroma,Position 18,308.33,87.08,3
43345,0,1243.0978,1169.4655,1383.0769,55.9765,2760.3364,17.8188,721.0782,1854.605,9604.2725,2.8592,41304.168,4882.5278,0,2767.9805,5362.335,IRF8+HLA-DR+,AU87987,Stroma,Position 18,320.92,87.84,3
43346,0,4477.4131,7621.6392,1748.413,0,2335.3496,0,3364.481,0,842.0981,0.807,5445.3052,2699.7119,0,24.731,1810.1266,CD88+ Monocytes,AU87987,Stroma,Position 18,270.84,89.33,3
43347,0,1884.0826,1345.4615,9007.0283,8.5088,122.0746,1.6796,0,17153.1895,16813.2109,2.1847,7330.564,6348.7109,0,916.0458,249.32,DN T cells,AU87987,Stroma,Position 18,204.5,89.3,3
43348,0,4960.9702,44009.0586,1595.5105,33.8016,10804.3555,21.0699,38220.0625,29.3138,16283.0127,12.3767,6163.1504,6680.9854,0,2996.0586,1934.5769,IRF8+HLA-DR+,AU87987,Stroma,Position 18,263.61,91.23,3
43349,0,1013.8983,273.3808,11.0105,0,113.585,1.564,0,0,7321.8491,1.4301,30067.1836,1041.9829,0,253.0158,0,DN T cells,AU87987,Stroma,Position 18,8.577,91.61,3
43350,4059.167,1536.6178,4151.5776,10.1815,0,10143.4375,9.9137,4189.5054,284.1805,11832.584,3.2938,27290.8613,5092.1343,0,2347.8877,421.9085,IRF8+HLA-DR+,AU87987,Stroma,Position 18,302.55,93.11,3
43351,69.2337,7445.3638,5968.835,21900.5742,14.2209,14828.4668,203.369,1524.5924,25481.1426,27704.4629,64.8647,16723.5977,6425.54,0,1700.2971,1287.5299,DN T cells,AU87987,Stroma,Position 18,317.81,95.1,3
43352,0,1496.1388,181.2363,976.6741,0,433.2387,0,0,146.9556,1560.6257,0.5147,4944.9082,4357.21,0,5390.4233,1059.1284,IRF8+HLA-DR+,AU87987,Stroma,Position 18,68.01,96.4,3
43353,0,1433.5486,331.3546,152.7247,2.0343,2112.0728,1.9926,5.5041,7.315,1841.1777,1.9269,23975.7266,2841.4771,1.6446,6128.625,702.9146,IRF8+HLA-DR+,AU87987,Stroma,Position 18,49.17,99.78,3
43354,211.9886,471.2459,2843.7712,253.3603,0,3410.2659,3.8627,1597.2097,311.1268,8743.1748,0.6501,2697.8359,2433.4595,0,1320.4452,2366.426,IRF8+HLA-DR+,AU87987,Stroma,Position 18,361.97,100.24,3
43356,0,468.7587,793.7073,28.9374,0,838.6067,0,405.1676,0,225.2011,8.2045,24763.7637,2152.6292,0,2146.0447,384.3084,Endo,AU87987,Stroma,Position 18,130.55,101.54,3
43357,0,210.9248,696.3002,757.9911,27.4741,589.0502,13.3196,345.695,2668.3252,2494.5793,2.6788,1691.415,4229.4053,0,939.4774,154.5267,DN T cells,AU87987,Stroma,Position 18,319.15,104.19,3
43359,397.6901,1980.1111,3995.6792,3793.1445,178.3434,1948.8844,114.5926,1515.4435,13788.8818,20274.9473,1.479,7727.8945,2717.7444,0,1319.2144,1403.6914,DN T cells,AU87987,Stroma,Position 18,300.35,104.36,3
43361,0,1637.0077,9204.2617,19024.7852,12.7657,2259.2856,1010.2374,10572.8701,25267.6875,34865.5391,3.9035,4731.5254,5886.2612,3.425,1514.9969,1244.2955,DN T cells,AU87987,Stroma,Position 18,370.72,106.8,3
43362,0,919.7127,4729.293,26.7488,0,2721.7979,0,3861.5115,7.9249,8989.5625,8.1816,41699.8906,4592.7969,0,102.1057,774.9083,IRF8+HLA-DR+,AU87987,Stroma,Position 18,123.47,107.74,3
43363,0,47.5736,2821.8765,2865.7747,0,531.2247,481.8397,1495.332,11244.0195,16200.0898,0.8083,11114.4658,4707.832,0,367.9923,50.4271,DN T cells,AU87987,Stroma,Position 18,262.35,109.78,3
43364,0.2601,159.3531,208.6524,14.6871,0.0005,48.4718,0,0,66.0317,1711.0815,5.3129,34679.457,6198.0283,0,673.91,17.5749,Endo,AU87987,Stroma,Position 18,215.37,110.45,3
43365,0,162.9249,83.8407,16.4929,0,367.4872,0,0,12.9525,1860.6481,4.6799,40646.3984,2112.3074,0,461.9688,346.1735,Endo,AU87987,Stroma,Position 18,44.2,110.09,3
43368,0,0,3304.7666,0,0,34.6787,0,5393.8716,0,3630.4048,1.6354,33364.3477,1271.1802,0,2.2954,0,IRF8+HLA-DR+,AU87987,Stroma,Position 18,155.64,111.25,3
43369,0,0,0,0,0,156.6,0,0,0,11.3624,2.6129,56244.2578,1754.7035,0,41.7918,0,Endo,AU87987,Stroma,Position 18,35.57,113.62,3
43370,0,593.2491,415.2805,5563.9487,5.2091,39.2703,277.3989,0,7603.3047,9540.6719,2.5448,40676.9805,5462.9893,0,628.2,32.7482,DN T cells,AU87987,Stroma,Position 18,68.26,113.28,3
43371,1018.2928,263.5926,876.166,1399.0636,5.6763,630.7703,9.9654,398.1361,1643.0187,8612.7217,0.8054,12011.0234,1691.8157,0,850.6735,89.2825,DN T cells,AU87987,Stroma,Position 18,9.259,116.44,3
43372,0,8051.6724,4375.8755,1762.256,0,4161.231,3.8166,148.9617,0,7381.2725,6.7544,14734.9268,1663.4695,0,5400.5439,1326.485,CD88+ Monocytes,AU87987,Stroma,Position 18,126.31,116.41,3
43374,0,185.5589,3681.7397,54.3516,0,395.9745,0,3261.3298,27.6909,3415.7051,0.4807,32624.7168,3354.0151,0,753.5872,0,IRF8+HLA-DR+,AU87987,Stroma,Position 18,349.12,116.74,3
43375,0,0,0,0,0,0,0,0,0,0,0.5936,20068.0195,1428.8676,0,269.871,0,Endo,AU87987,Stroma,Position 18,196.03,118.88,3
43376,0,8.6976,0,1926.9661,0,1.5888,0,0,6907.2246,5625.7705,0,6488.7866,744.4121,0,99.1624,0,DN T cells,AU87987,Stroma,Position 18,205.45,118.33,3
43377,64.7507,1121.9677,902.7656,165.6539,6.6386,221.8446,0,6.4822,10.6641,7604.2432,4.1456,11035.6699,4257.3081,0,1625.6627,54.9607,DN T cells,AU87987,Stroma,Position 18,101.34,120.42,3
43378,0,11.2365,22.3164,0,0,39.2126,0,0,0,1181.7605,0.6058,26169.7207,1886.6198,0,248.4751,0,Endo,AU87987,Stroma,Position 18,19.64,121.99,3
43379,778.6041,79.2561,10.0307,1641.8385,0,509.9253,0,0,7893.0781,6203.8608,6.2727,23428.4121,5611.4038,0,458.1731,40.6539,DN T cells,AU87987,Stroma,Position 18,230.15,122.87,3
43380,0,131.6741,3096.6636,3.843,30679.1172,903.9728,0,2199.5962,0,2859.3931,4.7403,10838.2598,437.1417,0,733.3117,535.8524,CD56+,AU87987,Stroma,Position 18,294.55,122.66,3
43384,0,249.2702,200.3168,0,0,50.1619,0,0,12.2601,4176.7134,1.1751,26110.5078,2117.6174,0,135.7692,0,DN T cells,AU87987,Stroma,Position 18,165.47,131.24,3
43385,0,1477.9301,394.0618,35.5984,0,4818.3921,0,10.6585,61.413,3171.0813,0,4875.8716,5178.7949,0,775.0406,682.0585,IRF8+HLA-DR+,AU87987,Stroma,Position 18,330.72,132.8,3
43386,0,3742.9673,4970.5986,710.725,1.1669,28414.1191,0,3127.072,1511.5408,13543.043,0,4053.4165,2694.843,0,4457.7866,3604.448,IRF8+HLA-DR+,AU87987,Stroma,Position 18,340.99,133.36,3
43387,220.2818,0,0,0,0,0.8133,9.8709,0,962.812,822.5219,5.6329,34986.2461,6752.208,0,533.8917,87.8411,Endo,AU87987,Stroma,Position 18,240.86,133.73,3
43389,33.706,1315.3395,2712.533,5.9026,0,1178.032,6.009,2220.4868,482.697,4732.8013,3.8072,4626.0356,1396.6976,0,1383.704,218.2588,IRF8+HLA-DR+,AU87987,Stroma,Position 18,258.14,134.5,3
43391,0,13.6508,0,96.4657,59.139,21.4213,10.7998,0,1032.4749,922.4615,6.1164,29929.2656,5183.7646,0,231.0871,0,Endo,AU87987,Stroma,Position 18,76.49,136.65,3
43393,0,880.0587,8332.0127,6220.6611,0,4417.396,55.5629,7538.9434,20979.6855,20684.9199,10.3127,1986.5828,2445.145,0,320.6209,436.6979,DN T cells,AU87987,Stroma,Position 18,353.81,141.79,3
43396,0,302.8769,111.1864,22.6884,5.1844,1231.7301,1.6528,0,9.0599,1162.8567,0.2752,23239.3613,13210.8496,0,469.6292,1614.146,IRF8+HLA-DR+,AU87987,Stroma,Position 18,336.7,145.27,3
43398,0,0,0,330.9236,0,24.9577,0,0,412.7367,612.7913,4.7026,24314.9551,909.7108,0,13.6398,0,Endo,AU87987,Stroma,Position 18,68.96,146.37,3
43401,25985.3652,0,0,0,0,4.8154,3.209,0,6239.353,7198.0938,9.544,25057.1953,3401.439,0,83.6536,0,CD8 T cells,AU87987,Stroma,Position 18,205.27,150.12,3
43402,0,684.7606,610.6639,58.4436,83.0758,1181.1544,2.6531,122.3011,21.0328,6914.4761,5.4408,44607.7539,3870.9338,0,675.5292,606.0247,Endo,AU87987,Stroma,Position 18,327.22,150.52,3
43403,0.0259,58.3822,37.4703,19210.1992,1.5278,93.5201,135.6887,0,28249.8516,31381.8711,0,2230.7615,5878.459,0,351.3209,0,DN T cells,AU87987,Stroma,Position 18,70.02,153.8,3
43404,0,601.357,20563.6074,380.5633,0,4793.5884,2.3687,22879.8633,243.0651,10900.9229,1.6869,6197.5698,2131.9268,0,1726.4733,111.6196,IRF8+HLA-DR+,AU87987,Stroma,Position 18,9.66,153.27,3
43407,0,23.2479,6.8504,0,0,8.953,0,0,0.0326,190.9017,1.6677,25357.8926,3644.5085,0,367.2039,0,Endo,AU87987,Stroma,Position 18,257.62,157.78,3
43408,0,462.9099,361.1997,29.1043,0.3209,654.1672,11.1896,138.3148,275.891,137.6974,1.5477,4783.5303,773.2918,0,3155.9167,160.3521,IRF8+HLA-DR+,AU87987,Stroma,Position 18,94.37,159.48,3
43410,0,85.7998,0,3825.7527,0,200.4055,0,0,14543.1943,9522.0361,1.4534,1404.2122,1204.077,0,117.8589,0,DN T cells,AU87987,Stroma,Position 18,354.73,159.97,3
43411,201.2584,2563.6099,9354.5195,2.1359,0,893.0184,0,9127.5957,60.1194,16913.0195,0.553,12728.4639,1689.5634,0,565.9528,76.9473,IRF8+HLA-DR+,AU87987,Stroma,Position 18,295.3,161.46,3
